"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","gene_id_clean","gene_name","gene_biotype","gene_length","exon_count","total_exon_length","gene_symbol"
"ENSMUSG00000006304.15",2.62617727587322,-0.234042033178642,1.45385461575763,-0.16098035569855,0.872108872719502,0.988826385316248,"Arpc2",76709,"ENSMUSG00000006304","Arpc2","protein_coding",32126,34,4466,"Arpc2"
"ENSMUSG00000006299.14",2.62848497844732,0.300109272324367,1.45465209138419,0.206309999553773,0.836548768039133,0.988826385316248,"Aamp",227290,"ENSMUSG00000006299","Aamp","protein_coding",4899,42,8282,"Aamp"
"ENSMUSG00000004364.15",3.36066279545398,0.446059608864084,1.33461750572457,0.334222806872233,0.738211435175986,0.988826385316248,"Cul3",26554,"ENSMUSG00000004364","Cul3","protein_coding",75558,50,9507,"Cul3"
"ENSMUSG00000026219.15",12.2025197664692,-0.0209410464462149,0.655869271139806,-0.0319286897064447,0.974528919221711,0.988826385316248,"Trip12",14897,"ENSMUSG00000026219","Trip12","protein_coding",119328,211,46144,"Trip12"
"ENSMUSG00000026229.18",3.81400829115539,-0.327567675446929,1.19841110128175,-0.273334980873076,0.784595727903012,0.988826385316248,"Psmd1",70247,"ENSMUSG00000026229","Psmd1","protein_coding",74765,72,12538,"Psmd1"
"ENSMUSG00000026234.13",19.9287068605598,0.351062084522087,0.539172360790247,0.651112909436877,0.514973603738486,0.988826385316248,"Ncl",17975,"ENSMUSG00000026234","Ncl","protein_coding",14682,36,14092,"Ncl"
"ENSMUSG00000026238.15",2.60608431873403,-2.1387441747514,1.62126563764253,-1.31918183244871,0.187108330457377,0.988826385316248,"Ptma",19231,"ENSMUSG00000026238","Ptma","protein_coding",3987,24,3657,"Ptma"
"ENSMUSG00000034088.16",5.97848184018899,-0.788400082565717,1.00617632810737,-0.783560555483062,0.433298008356473,0.988826385316248,"Hdlbp",110611,"ENSMUSG00000034088","Hdlbp","protein_coding",72876,116,23606,"Hdlbp"
"ENSMUSG00000026276.21",2.64247797264864,-0.218010627104554,1.45182101996859,-0.150163569824378,0.880635567013472,0.988826385316248,"Septin2",18000,"ENSMUSG00000026276","Septin2","protein_coding",31297,78,13683,"Septin2"
"ENSMUSG00000026341.17",2.62968788301699,-0.227335616583908,1.41845742821802,-0.160269608422091,0.872668698345458,0.988826385316248,"Actr3",74117,"ENSMUSG00000026341","Actr3","protein_coding",42823,79,13493,"Actr3"
"ENSMUSG00000026355.12",2.62329283820116,-0.23203872766727,1.44243654925179,-0.160865812633236,0.872199089134582,0.988826385316248,"Mcm6",17219,"ENSMUSG00000026355","Mcm6","protein_coding",28075,40,8324,"Mcm6"
"ENSMUSG00000026434.13",4.34239936288635,1.0441201807895,1.17075074130942,0.891838154739676,0.372479687522236,0.988826385316248,"Nucks1",98415,"ENSMUSG00000026434","Nucks1","protein_coding",25788,15,9282,"Nucks1"
"ENSMUSG00000046062.6",2.39008421892463,-0.547015489644656,1.31498150075967,-0.415987212997782,0.67741936010139,0.988826385316248,"Ppp1r15b",108954,"ENSMUSG00000046062","Ppp1r15b","protein_coding",8641,4,9282,"Ppp1r15b"
"ENSMUSG00000094410.9",6.68738718050645,-0.381704709194229,0.926780651746228,-0.411860895536636,0.680441384239957,0.988826385316248,"Zbed6",667118,"ENSMUSG00000094410","Zbed6","protein_coding",41379,17,10156,"Zbed6"
"ENSMUSG00000026457.15",2.38263381047812,-1.17969732966802,1.37503888245415,-0.857937433421887,0.39092701263838,0.988826385316248,"Adipor1",72674,"ENSMUSG00000026457","Adipor1","protein_coding",17974,22,9163,"Adipor1"
"ENSMUSG00000042207.18",3.07615970536983,-2.42768880705735,1.67065440478218,-1.45313644767475,0.146185873135276,0.988826385316248,"Kdm5b",75605,"ENSMUSG00000042207","Kdm5b","protein_coding",75115,69,24584,"Kdm5b"
"ENSMUSG00000033952.15",2.65953895117679,3.35576215096293,1.91611621103795,1.75133540003043,0.0798881533690886,0.988826385316248,"Aspm",12316,"ENSMUSG00000033952","Aspm","protein_coding",39320,75,22459,"Aspm"
"ENSMUSG00000006005.19",4.26913342652441,-1.77851820943174,1.27698957839955,-1.39274293190455,0.163697541120229,0.988826385316248,"Tpr",108989,"ENSMUSG00000006005","Tpr","protein_coding",57098,171,27551,"Tpr"
"ENSMUSG00000042772.16",2.40392967218697,0.0371762025677135,1.33746544243885,0.0277960098168393,0.977824848439454,0.988826385316248,"Smg7",226517,"ENSMUSG00000042772","Smg7","protein_coding",65652,77,17258,"Smg7"
"ENSMUSG00000026478.15",5.50474830547044,-0.0929812904206589,1.05338091245252,-0.0882693898488972,0.929662567329056,0.988826385316248,"Lamc1",226519,"ENSMUSG00000026478","Lamc1","protein_coding",113865,44,11221,"Lamc1"
"ENSMUSG00000042699.12",4.569789672445,0.809524428986207,1.17482591892185,0.689059047768636,0.490786109733964,0.988826385316248,"Dhx9",13211,"ENSMUSG00000042699","Dhx9","protein_coding",31903,124,23141,"Dhx9"
"ENSMUSG00000050565.17",2.63776446093521,0.302084616795577,1.42202139717732,0.212433242843749,0.831769053517573,0.988826385316248,"Tor1aip2",240832,"ENSMUSG00000050565","Tor1aip2","protein_coding",33459,29,23484,"Tor1aip2"
"ENSMUSG00000040225.16",7.91401765884255,-0.224009398917533,0.830935087287116,-0.269587122200955,0.787477908646127,0.988826385316248,"Prrc2c",226562,"ENSMUSG00000040225","Prrc2c","protein_coding",69832,208,61085,"Prrc2c"
"ENSMUSG00000013593.13",2.38200764100641,-1.18763914114163,1.36258576660177,-0.871606889086739,0.383422871132897,0.988826385316248,"Ndufs2",226646,"ENSMUSG00000013593","Ndufs2","protein_coding",16536,62,8281,"Ndufs2"
"ENSMUSG00000026553.18",3.80881615090923,-0.706261634348227,1.2203968517144,-0.578714729848802,0.562781675329976,0.988826385316248,"Copa",12847,"ENSMUSG00000026553","Copa","protein_coding",39802,125,22824,"Copa"
"ENSMUSG00000026554.16",2.39633172280148,0.619375100232878,1.32696316637152,0.466761335905436,0.640670641129243,0.988826385316248,"Dcaf8",98193,"ENSMUSG00000026554","Dcaf8","protein_coding",48922,100,27347,"Dcaf8"
"ENSMUSG00000013698.13",2.62512191224253,-0.768540237193282,1.43563890842701,-0.535329763411991,0.59242184867665,0.988826385316248,"Pea15a",18611,"ENSMUSG00000013698","Pea15a","protein_coding",10077,16,7531,"Pea15a"
"ENSMUSG00000026547.16",2.3935948260684,-0.540868915965792,1.33783976167403,-0.404285275008577,0.686002952328315,0.988826385316248,"Tagln2",21346,"ENSMUSG00000026547","Tagln2","protein_coding",7334,15,3772,"Tagln2"
"ENSMUSG00000039630.11",14.1260392059018,-0.0121416963223007,0.611211523457052,-0.0198649663108877,0.984151092460953,0.988826385316248,"Hnrnpu",51810,"ENSMUSG00000039630","Hnrnpu","protein_coding",16690,54,17161,"Hnrnpu"
"ENSMUSG00000026491.14",4.56767894518364,0.195690155569807,1.1275163271869,0.173558600306964,0.862212370300027,0.988826385316248,"Ahctf1",226747,"ENSMUSG00000026491","Ahctf1","protein_coding",58787,59,21683,"Ahctf1"
"ENSMUSG00000038733.15",3.63623091930197,1.50857882288121,1.33163412118262,1.13287786703861,0.25726554576719,0.988826385316248,"Wdr26",226757,"ENSMUSG00000038733","Wdr26","protein_coding",38774,74,26384,"Wdr26"
"ENSMUSG00000004880.12",3.59344222057154,0.232946425917942,1.2242477705391,0.190277190225442,0.849091926681922,0.988826385316248,"Lbr",98386,"ENSMUSG00000004880","Lbr","protein_coding",27712,42,9338,"Lbr"
"ENSMUSG00000026615.15",6.21472243807655,-1.12742667594956,1.00951407328468,-1.11680134609835,0.264079273180443,0.988826385316248,"Eprs1",107508,"ENSMUSG00000026615","Eprs1","protein_coding",65317,82,26245,"Eprs1"
"ENSMUSG00000026605.15",5.96996263945383,0.375556263762714,1.05706437315331,0.355282301911661,0.722378112776106,0.988826385316248,"Cenpf",108000,"ENSMUSG00000026605","Cenpf","protein_coding",47481,39,19514,"Cenpf"
"ENSMUSG00000026604.18",2.85785190298633,-1.5525299533127,1.55589017217532,-0.997840323872013,0.318356793256957,0.988826385316248,"Ptpn14",19250,"ENSMUSG00000026604","Ptpn14","protein_coding",148428,63,22488,"Ptpn14"
"ENSMUSG00000037474.14",2.38032610790402,-1.96346859791988,1.47290167652201,-1.33306155408571,0.182511604674564,0.988826385316248,"Dtl",76843,"ENSMUSG00000037474","Dtl","protein_coding",38189,65,22396,"Dtl"
"ENSMUSG00000025781.15",4.06592341634666,-0.833590920873967,1.17204564081373,-0.711227354845347,0.476943359911849,0.988826385316248,"Atp5f1c",11949,"ENSMUSG00000025781","Atp5f1c","protein_coding",24495,50,7056,"Atp5f1c"
"ENSMUSG00000061186.16",13.154355831368,-0.439666001704343,0.635551780188768,-0.691786279905873,0.489071554027884,0.988826385316248,"Sfmbt2",353282,"ENSMUSG00000061186","Sfmbt2","protein_coding",224744,76,22198,"Sfmbt2"
"ENSMUSG00000036617.18",2.38095227737573,-1.95478708482189,1.49360633085833,-1.30876995124849,0.190612288448076,0.988826385316248,"Etl4",208618,"ENSMUSG00000036617","Etl4","protein_coding",900934,202,67225,"Etl4"
"ENSMUSG00000036591.17",3.08880225406251,-1.13524768486642,1.48042479594148,-0.766839145074206,0.44317715911936,0.988826385316248,"Arhgap21",71435,"ENSMUSG00000036591","Arhgap21","protein_coding",120963,182,39769,"Arhgap21"
"ENSMUSG00000083863.2",3.85040194507,0.779168632826674,1.19395943003418,0.652592218149631,0.514019203725759,0.988826385316248,NA,NA,"ENSMUSG00000083863","Gm13341","unprocessed_pseudogene",672,1,672,"Gm13341"
"ENSMUSG00000083563.2",26.5672548137717,-0.144388279464975,0.483076853730915,-0.298892978104479,0.765021705006846,0.988826385316248,NA,NA,"ENSMUSG00000083563","Gm13340","unprocessed_pseudogene",1545,1,1545,"Gm13340"
"ENSMUSG00000082884.2",3.84415444119315,0.0454360051183988,1.19670758625013,0.0379675082204268,0.969713588023912,0.988826385316248,NA,NA,"ENSMUSG00000082884","Gm13339","transcribed_unprocessed_pseudogene",510,1,510,"Gm13339"
"ENSMUSG00000026775.10",2.41017717606382,1.25491462892334,1.42143279904826,0.882851887028066,0.377316301774041,0.988826385316248,"Yme1l1",27377,"ENSMUSG00000026775","Yme1l1","protein_coding",42892,37,10198,"Yme1l1"
"ENSMUSG00000026926.15",3.5847394731816,-0.161114522230164,1.23143454741118,-0.130834823961104,0.895905974230786,0.988826385316248,"Pmpca",66865,"ENSMUSG00000026926","Pmpca","protein_coding",7784,35,6992,"Pmpca"
"ENSMUSG00000062647.17",5.04169413312218,0.175515064003549,1.08417476482985,0.161888165724919,0.87139392227043,0.988826385316248,"Rpl7a",27176,"ENSMUSG00000062647","Rpl7a","protein_coding",2555,35,5538,"Rpl7a"
"ENSMUSG00000026918.17",2.85376456074461,-0.966003306650309,1.5106986722003,-0.639441421659122,0.522535809765342,0.988826385316248,"Brd3",67382,"ENSMUSG00000026918","Brd3","protein_coding",62084,89,27532,"Brd3"
"ENSMUSG00000043535.14",4.53690662567417,-0.122103772247599,1.14517974533458,-0.106624110970391,0.915087189834291,0.988826385316248,"Setx",269254,"ENSMUSG00000043535","Setx","protein_coding",58291,49,13751,"Setx"
"ENSMUSG00000057738.15",10.3005912706234,-0.29989147432429,0.718243342934074,-0.417534638189909,0.676287393909337,0.988826385316248,"Sptan1",20740,"ENSMUSG00000057738","Sptan1","protein_coding",65892,384,58341,"Sptan1"
"ENSMUSG00000054766.14",4.30600570897175,0.0385149776995341,1.13458131223469,0.0339464234816932,0.972919873916855,0.988826385316248,"Set",56086,"ENSMUSG00000054766","Set","protein_coding",15200,45,9989,"Set"
"ENSMUSG00000052533.15",3.59128205893641,-0.957097863515852,1.2676938601906,-0.754991322094084,0.450254189093818,0.988826385316248,"Nup188",227699,"ENSMUSG00000052533","Nup188","protein_coding",57870,98,11518,"Nup188"
"ENSMUSG00000076441.10",2.39176575202703,0.036917319030189,1.30708643679784,0.0282439768257643,0.977467562765872,0.988826385316248,"Ass1",11898,"ENSMUSG00000076441","Ass1","protein_coding",50466,26,3305,"Ass1"
"ENSMUSG00000026842.17",3.10663694300134,0.264679339341773,1.54619934752664,0.171180604729373,0.864081757576154,0.988826385316248,"Abl1",11350,"ENSMUSG00000026842","Abl1","protein_coding",115852,54,24895,"Abl1"
"ENSMUSG00000001855.16",2.64295660118137,0.852565790382581,1.53446134974353,0.555612424206762,0.578475836214979,0.988826385316248,"Nup214",227720,"ENSMUSG00000001855","Nup214","protein_coding",79540,78,15791,"Nup214"
"ENSMUSG00000039262.17",4.29033118166804,0.0341795630738306,1.18875714460033,0.0287523513352443,0.97706210327747,0.988826385316248,"Prrc2b",227723,"ENSMUSG00000039262","Prrc2b","protein_coding",83456,129,29172,"Prrc2b"
"ENSMUSG00000038900.18",6.92944608811188,-0.46347657898521,0.897115285587241,-0.516629898555149,0.605414540263226,0.988826385316248,"Rpl12",269261,"ENSMUSG00000038900","Rpl12","protein_coding",3787,29,8096,"Rpl12"
"ENSMUSG00000026864.14",5.28187453231248,0.0316245018010345,1.15213689590412,0.0274485626781509,0.978101965406713,0.988826385316248,"Hspa5",14828,"ENSMUSG00000026864","Hspa5","protein_coding",5578,28,8508,"Hspa5"
"ENSMUSG00000026750.7",3.61824868942415,1.03969450203126,1.24081940403871,0.837909609284951,0.402081471490408,0.988826385316248,"Psmb7",19177,"ENSMUSG00000026750","Psmb7","protein_coding",56052,14,4009,"Psmb7"
"ENSMUSG00000036202.17",5.45864597490898,-1.16014948655227,1.13292569001344,-1.02402964005389,0.30582127526164,0.988826385316248,"Rif1",51869,"ENSMUSG00000036202","Rif1","protein_coding",49552,76,22694,"Rif1"
"ENSMUSG00000061136.17",3.36600247663913,0.0424503538001028,1.299509735283,0.0326664376937955,0.973940588439727,0.988826385316248,"Prpf40a",56194,"ENSMUSG00000061136","Prpf40a","protein_coding",56999,178,28306,"Prpf40a"
"ENSMUSG00000026970.17",2.86881291857661,-0.965300670793294,1.51596225089896,-0.636757722839651,0.524282668099428,0.988826385316248,"Rbms1",56878,"ENSMUSG00000026970","Rbms1","protein_coding",213000,67,10952,"Rbms1"
"ENSMUSG00000044308.19",3.09913710018107,-0.648942453121032,1.45703721601234,-0.445384953787986,0.656041583755216,0.988826385316248,"Ubr3",68795,"ENSMUSG00000044308","Ubr3","protein_coding",126768,80,16732,"Ubr3"
"ENSMUSG00000014959.13",2.37792029876469,-0.548161296865258,1.3520720861938,-0.405423129774373,0.6851665120494,0.988826385316248,"Gorasp2",70231,"ENSMUSG00000014959","Gorasp2","protein_coding",51061,46,9939,"Gorasp2"
"ENSMUSG00000027018.12",4.08895024553166,0.561789495388059,1.21485471285994,0.462433482326069,0.64377049313124,0.988826385316248,"Hat1",107435,"ENSMUSG00000027018","Hat1","protein_coding",52665,29,5463,"Hat1"
"ENSMUSG00000027111.17",4.08543963838789,0.557359384077504,1.16816738444796,0.477122877678095,0.633274624664058,0.988826385316248,"Itga6",16403,"ENSMUSG00000027111","Itga6","protein_coding",112801,113,21270,"Itga6"
"ENSMUSG00000018770.10",2.3935948260684,-0.540868915965792,1.33783976167403,-0.404285275008577,0.686002952328315,0.988826385316248,"Atp5mc3",228033,"ENSMUSG00000018770","Atp5mc3","protein_coding",2880,19,3860,"Atp5mc3"
"ENSMUSG00000059005.14",4.79281098654194,0.0379908101390778,1.09437972299753,0.0347144682423574,0.972307423892247,0.988826385316248,"Hnrnpa3",229279,"ENSMUSG00000059005","Hnrnpa3","protein_coding",10147,61,12102,"Hnrnpa3"
"ENSMUSG00000027087.12",2.89304265233127,0.528133133985635,1.4894263903047,0.354588274669682,0.722898061559725,0.988826385316248,"Itgav",16410,"ENSMUSG00000027087","Itgav","protein_coding",82520,81,21649,"Itgav"
"ENSMUSG00000027067.17",4.06058373516152,-0.483879751599967,1.18201501001413,-0.409368533817674,0.682269227915431,0.988826385316248,"Ssrp1",20833,"ENSMUSG00000027067","Ssrp1","protein_coding",9876,67,11553,"Ssrp1"
"ENSMUSG00000005506.17",9.36673743560242,0.411374064441008,0.747640331671376,0.550229899343935,0.58216169841233,0.988826385316248,"Celf1",13046,"ENSMUSG00000005506","Celf1","protein_coding",79116,139,59045,"Celf1"
"ENSMUSG00000040549.17",3.36888691431119,0.0408578361566387,1.3143509594224,0.0310859408316587,0.975201001842977,0.988826385316248,"Ckap5",75786,"ENSMUSG00000040549","Ckap5","protein_coding",93903,208,34449,"Ckap5"
"ENSMUSG00000027193.13",4.57161874648638,0.495901988041684,1.13854936819113,0.435555981933001,0.66315891352366,0.988826385316248,"Api5",11800,"ENSMUSG00000027193","Api5","protein_coding",26455,39,7433,"Api5"
"ENSMUSG00000027186.17",4.77329476450071,-1.18627171964973,1.14318464791431,-1.0376903869502,0.29941422183647,0.988826385316248,"Elf5",13711,"ENSMUSG00000027186","Elf5","protein_coding",39302,35,12554,"Elf5"
"ENSMUSG00000027184.15",10.5344260593717,-0.225522862505106,0.700206972232259,-0.3220802868988,0.747391871990985,0.988826385316248,"Caprin1",53872,"ENSMUSG00000027184","Caprin1","protein_coding",34709,91,20667,"Caprin1"
"ENSMUSG00000027170.13",3.36008606035603,0.887544284602338,1.33266435794245,0.66599236282769,0.50541598194094,0.988826385316248,"Eif3m",98221,"ENSMUSG00000027170","Eif3m","protein_coding",17425,29,4558,"Eif3m"
"ENSMUSG00000033943.16",3.10312633585757,0.258570891823481,1.46912858885409,0.176002899804138,0.86029166429697,0.988826385316248,"Mga",29808,"ENSMUSG00000033943","Mga","protein_coding",72354,151,74044,"Mga"
"ENSMUSG00000027288.17",7.67474508234395,0.399184574345997,0.836535233455638,0.477187999239444,0.633228255916473,0.988826385316248,"Zfp106",20402,"ENSMUSG00000027288","Zfp106","protein_coding",57024,76,24544,"Zfp106"
"ENSMUSG00000027248.14",6.47475014690184,0.574819910680112,0.944742076545265,0.608441102551625,0.542894957734857,0.988826385316248,"Pdia3",14827,"ENSMUSG00000027248","Pdia3","protein_coding",24913,25,4628,"Pdia3"
"ENSMUSG00000003660.11",3.36768400974152,0.45621918863173,1.29074264791381,0.353454803224411,0.723747506609376,0.988826385316248,"Snrnp200",320632,"ENSMUSG00000003660","Snrnp200","protein_coding",32066,70,11716,"Snrnp200"
"ENSMUSG00000014355.11",4.55320732244959,-0.112684910757527,1.10955671876933,-0.101558495254314,0.919107125034993,0.988826385316248,"Anapc1",17222,"ENSMUSG00000014355","Anapc1","protein_coding",77288,106,24765,"Anapc1"
"ENSMUSG00000027404.17",2.61065028950849,-1.38667285403656,1.54013825237021,-0.900356089398164,0.367930780786853,0.988826385316248,"Snrpb",20638,"ENSMUSG00000027404","Snrpb","protein_coding",7769,21,3408,"Snrpb"
"ENSMUSG00000027422.16",2.90111923024949,1.04509745158106,1.52013830960095,0.687501554944308,0.491766721228434,0.988826385316248,"Rrbp1",81910,"ENSMUSG00000027422","Rrbp1","protein_coding",63869,57,14579,"Rrbp1"
"ENSMUSG00000027423.16",3.59176068746914,-0.1516091905049,1.21594730608925,-0.124684013645713,0.90077371389127,0.988826385316248,"Snx5",69178,"ENSMUSG00000027423","Snx5","protein_coding",20784,48,8232,"Snx5"
"ENSMUSG00000032966.15",2.41185870916621,2.03202032338911,1.51651316631087,1.33992923274928,0.18026835316848,0.988826385316248,"Fkbp1a",14225,"ENSMUSG00000032966","Fkbp1a","protein_coding",19210,44,9534,"Fkbp1a"
"ENSMUSG00000027478.16",6.70930921168701,0.0345976346503161,0.920164564070693,0.0375993990653807,0.970007087060918,0.988826385316248,"Dnmt3b",13436,"ENSMUSG00000027478","Dnmt3b","protein_coding",38281,227,42411,"Dnmt3b"
"ENSMUSG00000074656.14",5.26226020370603,-0.228502840493907,1.06653673579322,-0.214247510493825,0.830354048119474,0.988826385316248,"Eif2s2",67204,"ENSMUSG00000074656","Eif2s2","protein_coding",21526,18,11470,"Eif2s2"
"ENSMUSG00000027598.17",3.61200118554731,0.236024581492552,1.23280692104444,0.191452998408373,0.84817070117613,0.988826385316248,"Itch",16396,"ENSMUSG00000027598","Itch","protein_coding",93347,103,20674,"Itch"
"ENSMUSG00000038369.15",2.40791890786347,1.26584162819766,1.42030500905735,0.891246330981959,0.372797033865499,0.988826385316248,"Ncoa6",56406,"ENSMUSG00000038369","Ncoa6","protein_coding",83239,58,25553,"Ncoa6"
"ENSMUSG00000027620.17",4.30826397717209,0.0319934108619538,1.14475281513395,0.0279478769905537,0.97770372302336,0.988826385316248,"Rbm39",170791,"ENSMUSG00000027620","Rbm39","protein_coding",33000,194,29553,"Rbm39"
"ENSMUSG00000027642.16",3.85785235351651,1.17581614986942,1.20664491104943,0.974450842250518,0.32983273569537,0.988826385316248,"Rpn2",20014,"ENSMUSG00000027642","Rpn2","protein_coding",47303,90,13565,"Rpn2"
"ENSMUSG00000016921.15",4.08313193581379,0.207918680535617,1.14882844665023,0.180983227863019,0.85638074084134,0.988826385316248,"Srsf6",67996,"ENSMUSG00000016921","Srsf6","protein_coding",5594,22,8605,"Srsf6"
"ENSMUSG00000017861.12",2.63425385379144,0.295849249493633,1.4300418558625,0.206881531670413,0.836102380093187,0.988826385316248,"Mybl2",17865,"ENSMUSG00000017861","Mybl2","protein_coding",30002,31,6572,"Mybl2"
"ENSMUSG00000018326.10",3.83833613147527,-0.326196045423911,1.20540832547757,-0.270610413524958,0.786690685747267,0.988826385316248,"Ywhab",54401,"ENSMUSG00000018326","Ywhab","protein_coding",23629,10,3862,"Ywhab"
"ENSMUSG00000017009.4",2.40729273839176,1.25757373645639,1.37991388780452,0.911342184154137,0.362115106267407,0.988826385316248,"Sdc4",20971,"ENSMUSG00000017009","Sdc4","protein_coding",19641,10,3255,"Sdc4"
"ENSMUSG00000027678.19",4.07856596503934,-0.129652136723204,1.14904324282432,-0.112834862859053,0.910161478266154,0.988826385316248,"Ncoa3",17979,"ENSMUSG00000027678","Ncoa3","protein_coding",80618,60,15404,"Ncoa3"
"ENSMUSG00000002718.15",4.79386635017262,0.322073455500576,1.11597335381868,0.28860317712649,0.772885063922956,0.988826385316248,"Cse1l",110750,"ENSMUSG00000002718","Cse1l","protein_coding",40350,135,18026,"Cse1l"
"ENSMUSG00000028640.12",2.63488002326315,0.304277862488416,1.44791865167497,0.210148451459219,0.833551810889193,0.988826385316248,"Tfap2c",21420,"ENSMUSG00000028640","Tfap2c","protein_coding",9030,37,13657,"Tfap2c"
"ENSMUSG00000027509.12",3.33951447468412,-1.27773646511936,1.36321075059174,-0.937299287410048,0.348604629409596,0.988826385316248,"Rae1",66679,"ENSMUSG00000027509","Rae1","protein_coding",15623,28,4335,"Rae1"
"ENSMUSG00000027522.17",2.41551685724896,0.63044398464765,1.36864218885876,0.460634627355266,0.645060763822458,0.988826385316248,"Stx16",228960,"ENSMUSG00000027522","Stx16","protein_coding",23464,31,5876,"Stx16"
"ENSMUSG00000027523.21",3.85040194507,0.779168632826674,1.19395943003418,0.652592218149631,0.514019203725759,0.988826385316248,"Gnas",14683,"ENSMUSG00000027523","Gnas","protein_coding",62425,233,54596,"Gnas"
"ENSMUSG00000015647.10",11.2201704582231,-1.19694525726033,0.711768068757092,-1.68165068060789,0.0926365968674678,0.988826385316248,"Lama5",16776,"ENSMUSG00000015647","Lama5","protein_coding",49487,91,13051,"Lama5"
"ENSMUSG00000039001.13",2.41719839035136,1.26664205536666,1.4008108121583,0.904220644481662,0.365878415463444,0.988826385316248,"Rps21",66481,"ENSMUSG00000039001","Rps21","protein_coding",1069,16,1698,"Rps21"
"ENSMUSG00000039286.13",2.41551685724896,0.63044398464765,1.36864218885876,0.460634627355266,0.645060763822458,0.988826385316248,"Fndc3b",72007,"ENSMUSG00000039286","Fndc3b","protein_coding",295146,67,19897,"Fndc3b"
"ENSMUSG00000027663.14",4.55945482632644,0.496261996323567,1.11367022489849,0.445609467891451,0.655879370267978,0.988826385316248,"Zmat3",22401,"ENSMUSG00000027663","Zmat3","protein_coding",31223,9,12050,"Zmat3"
"ENSMUSG00000027677.18",2.6354567583611,-0.231327569651758,1.46485772987995,-0.157918113775265,0.874521324434954,0.988826385316248,"Ttc14",67120,"ENSMUSG00000027677","Ttc14","protein_coding",15029,94,29652,"Ttc14"
"ENSMUSG00000027680.16",2.64704394342309,0.304082541309883,1.43613911602152,0.211736131909192,0.83231289794603,0.988826385316248,"Fxr1",14359,"ENSMUSG00000027680","Fxr1","protein_coding",50380,101,17654,"Fxr1"
"ENSMUSG00000027715.10",2.38263381047812,-1.17969732966802,1.37503888245415,-0.857937433421887,0.39092701263838,0.988826385316248,"Ccna2",12428,"ENSMUSG00000027715","Ccna2","protein_coding",7286,29,8494,"Ccna2"
